Date,Month N Year,TotalVaccinated,0-14,15-24,25-34,35-44,45-54,55-64,65-74,75+,Undisclosed
2021-06-16,2021-06-01,3,0,0,0,0,0,0,0,0,3
2021-06-16,2021-06-01,20492,202,1688,4459,3327,2877,3278,2728,1933,0
2021-06-16,2021-06-01,21655,508,2719,3037,4053,3950,3590,2265,1533,0
2021-06-16,2021-06-01,15703,346,2120,2185,2375,2812,2747,2051,1067,0
2021-06-16,2021-06-01,22896,564,2701,3821,3707,3557,4354,2719,1473,0
2021-06-16,2021-06-01,20743,470,2467,2599,3755,3650,3390,2967,1445,0
2021-06-16,2021-06-01,15408,217,1623,2034,2033,2358,2706,2517,1920,0
2021-06-16,2021-06-01,21689,622,3111,3189,4241,4505,3090,1880,1051,0
2021-06-16,2021-06-01,19403,503,2593,2769,3588,3736,3156,2064,994,0
2021-06-16,2021-06-01,33218,815,3220,2679,5175,5877,6138,6135,3179,0
2021-06-16,2021-06-01,12315,288,1772,1741,1897,2256,2195,1499,667,0
2021-06-16,2021-06-01,18867,375,1994,2873,2985,3018,3601,2635,1386,0
2021-06-16,2021-06-01,12073,279,1853,1990,2241,2338,1853,1043,476,0
2021-06-16,2021-06-01,25383,878,3405,3264,5133,5260,3804,2435,1204,0
2021-06-16,2021-06-01,10081,227,1677,1379,1531,1830,1740,1096,601,0
2021-06-16,2021-06-01,22772,334,1828,1767,2109,3301,5193,4918,3322,0
2021-06-16,2021-06-01,15158,354,2277,2524,2905,2711,2319,1373,695,0
2021-06-16,2021-06-01,10655,146,1078,1526,1464,1645,1956,1763,1077,0
2021-06-16,2021-06-01,14564,270,1351,2117,2359,2100,2590,2213,1564,0
2021-06-16,2021-06-01,21932,448,2113,3008,3194,3251,4150,3549,2219,0
2021-06-16,2021-06-01,11349,178,1393,2070,1852,1891,1939,1320,706,0
2021-06-16,2021-06-01,13038,220,1439,1937,2052,1812,2349,1935,1294,0
2021-06-16,2021-06-01,20490,576,2562,2227,2833,3576,4533,2778,1405,0
2021-06-16,2021-06-01,21444,315,1922,2020,2338,2829,3437,4034,4549,0
2021-06-16,2021-06-01,28367,570,2498,3061,4164,4217,5257,5049,3551,0
2021-06-16,2021-06-01,21438,189,1250,1815,1981,2102,4096,5346,4659,0
2021-06-16,2021-06-01,15556,152,1313,3273,2093,1897,2523,2238,2067,0
2021-06-16,2021-06-01,21829,246,1607,2045,2134,2487,3054,4739,5517,0
2021-06-16,2021-06-01,11615,218,1490,1582,1834,1930,1892,1704,965,0
2021-06-16,2021-06-01,21637,391,1833,3379,3674,3505,3723,2965,2167,0
2021-06-16,2021-06-01,18211,443,2360,2017,3009,3547,2791,2629,1415,0
2021-06-16,2021-06-01,15874,386,1947,1532,2337,2974,2723,2351,1624,0
2021-06-16,2021-06-01,14831,233,1589,2644,2568,2414,2533,1771,1079,0
2021-06-16,2021-06-01,12026,216,2225,1752,1879,2270,1899,1152,633,0
2021-06-16,2021-06-01,26028,455,1633,1329,2352,3058,3792,6069,7340,0
2021-06-16,2021-06-01,29901,180,10070,9138,3229,2237,2418,1674,955,0
2021-06-16,2021-06-01,31438,577,3596,5172,5135,5288,5614,3964,2092,0
2021-06-16,2021-06-01,25833,283,3899,5931,3613,2898,3496,2883,2830,0
2021-06-16,2021-06-01,18668,379,2423,2591,2832,3244,3424,2300,1475,0
2021-06-16,2021-06-01,24514,458,2781,3406,4020,4318,4118,3599,1814,0
2021-06-16,2021-06-01,30374,490,2745,4702,4962,4601,5328,4596,2950,0
2021-06-16,2021-06-01,21557,331,2442,3387,3313,3397,3771,3073,1843,0
2021-06-16,2021-06-01,21527,340,2682,4908,3795,3579,3350,1907,966,0
2021-06-16,2021-06-01,16553,367,2391,2436,2596,3074,2891,1815,983,0
2021-06-16,2021-06-01,18048,440,2843,2755,2829,3430,3109,1655,987,0
2021-06-16,2021-06-01,23212,352,2359,3000,3191,3529,4555,3840,2386,0
2021-06-16,2021-06-01,31307,451,3279,4561,3903,4557,5982,5311,3263,0
2021-06-16,2021-06-01,23834,567,3007,3590,4110,4191,4162,2730,1477,0
2021-06-16,2021-06-01,15542,381,2481,2529,2497,2892,2492,1496,774,0
2021-06-16,2021-06-01,18066,388,2733,2917,3032,3387,2971,1766,872,0
2021-06-16,2021-06-01,18875,268,2276,3483,2821,2779,3072,2347,1829,0
2021-06-16,2021-06-01,26960,549,2945,3178,4037,4435,5011,4661,2144,0
2021-06-16,2021-06-01,22496,465,2716,2876,3490,3812,4151,3103,1883,0
2021-06-16,2021-06-01,21865,180,1927,4787,3035,2710,3391,2981,2854,0
2021-06-16,2021-06-01,22059,335,2421,4336,3651,2985,3265,3079,1987,0
2021-06-16,2021-06-01,23567,402,2310,4028,3843,3569,4111,3240,2064,0
2021-06-16,2021-06-01,22726,299,1942,3374,3117,3183,4286,4010,2515,0
2021-06-16,2021-06-01,15803,372,2189,2512,2753,2802,2642,1705,828,0
2021-06-16,2021-06-01,14303,199,1689,2704,2327,2170,2489,1827,898,0
2021-06-16,2021-06-01,16542,242,1752,3210,2626,2336,2576,2363,1437,0
2021-06-16,2021-06-01,15188,186,1333,2893,2713,2244,2574,2137,1108,0
2021-06-16,2021-06-01,19055,345,2146,3018,2990,3202,3545,2535,1274,0
2021-06-16,2021-06-01,16649,274,1733,2332,2407,2590,3102,2362,1849,0
2021-06-16,2021-06-01,15539,300,1893,2227,2414,2709,2768,1902,1326,0
2021-06-16,2021-06-01,16141,238,1503,1804,2049,2039,2879,3269,2360,0
2021-06-16,2021-06-01,16451,313,1670,2115,2639,2513,2841,2305,2055,0
2021-06-16,2021-06-01,8992,210,1346,1273,1362,1638,1618,950,595,0
2021-06-16,2021-06-01,5680,31,951,1681,933,681,672,467,264,0
2021-06-16,2021-06-01,12299,217,937,1161,1683,1791,2357,2358,1795,0
2021-06-16,2021-06-01,10026,106,507,642,686,944,1933,2631,2577,0
2021-06-16,2021-06-01,15327,105,714,608,809,1519,3371,4539,3662,0
2021-06-16,2021-06-01,4918,85,586,432,747,914,968,831,355,0
2021-06-16,2021-06-01,6490,62,537,1443,1319,984,881,775,489,0
2021-06-16,2021-06-01,8700,55,356,543,598,786,1318,2700,2344,0
2021-06-16,2021-06-01,12139,250,1207,912,1017,1636,2520,2487,2110,0
2021-06-16,2021-06-01,1958,28,193,184,213,342,425,397,176,0
2021-06-16,2021-06-01,2332,23,282,555,348,316,354,316,138,0
2021-06-16,2021-06-01,11130,61,311,349,515,625,1511,3448,4310,0
2021-06-16,2021-06-01,3542,70,302,201,385,563,724,867,430,0
2021-06-16,2021-06-01,3916,32,276,319,380,421,637,1004,847,0
2021-06-16,2021-06-01,2246,72,276,376,409,335,400,260,118,0
2021-06-16,2021-06-01,5125,45,409,1059,846,804,951,730,281,0
2021-06-16,2021-06-01,4064,0,101,114,141,252,765,1418,1267,6
2021-06-16,2021-06-01,5024,166,689,433,619,1074,1139,598,306,0
2021-06-16,2021-06-01,2660,37,236,288,340,388,483,416,472,0
2021-06-16,2021-06-01,8724,102,511,252,337,940,1841,2588,2153,0
2021-06-16,2021-06-01,10225,61,384,375,369,1014,2685,3426,1911,0
2021-06-16,2021-06-01,977,10,71,122,140,139,182,208,105,0
2021-06-16,2021-06-01,22056,0,77,174,195,465,3258,8090,9794,3
2021-06-16,2021-06-01,22974,18,108,153,171,395,2519,8268,11342,0
2021-06-16,2021-06-01,491,0,25,26,36,50,80,158,114,2
2021-06-16,2021-06-01,700,10,71,89,123,106,148,109,44,0
2021-06-16,2021-06-01,509,0,50,143,67,53,80,60,56,0
2021-06-16,2021-06-01,229,0,15,30,25,25,54,43,34,3
2021-06-16,2021-06-01,3164,0,31,36,27,77,709,1300,978,6
2021-06-16,2021-06-01,2662,0,72,82,72,146,528,936,817,9
2021-06-16,2021-06-01,9287,107,904,1258,1145,1316,1798,1599,1160,0
2021-06-16,2021-06-01,2048,23,161,136,184,283,484,516,261,0
2021-06-16,2021-06-01,12467,330,1350,1343,1721,1874,2481,2268,1100,0
2021-06-16,2021-06-01,102,0,0,12,16,17,16,17,17,7
2021-06-16,2021-06-01,23218,443,2003,2755,2907,3445,4062,4048,3555,0
2021-06-16,2021-06-01,18589,160,1207,1998,1539,1629,2862,4212,4982,0
2021-06-16,2021-06-01,9694,104,986,2108,1812,1577,1568,1080,459,0
2021-06-16,2021-06-01,15225,502,2145,1514,3149,3233,2073,1622,987,0
2021-06-16,2021-06-01,11485,273,1532,1039,1788,2181,1889,1823,960,0
2021-06-16,2021-06-01,20404,337,1562,1376,2379,2669,3075,4993,4013,0
2021-06-16,2021-06-01,17831,232,1350,2269,2522,2688,3239,3047,2484,0
2021-06-16,2021-06-01,13021,145,1139,2897,2341,1928,2005,1613,953,0
2021-06-16,2021-06-01,11577,170,1205,1297,1435,1654,2252,2184,1380,0
2021-06-16,2021-06-01,17862,217,1131,1403,1695,2060,3169,4110,4077,0
2021-06-16,2021-06-01,12394,223,1185,2178,2208,2048,2136,1555,861,0
2021-06-16,2021-06-01,15703,149,1091,1310,1422,1826,2588,3609,3708,0
2021-06-16,2021-06-01,18259,361,1810,1094,1965,3021,3655,3756,2597,0
2021-06-16,2021-06-01,19647,565,2160,1276,3417,3918,2866,3236,2209,0
2021-06-16,2021-06-01,15452,202,1078,1120,1751,1926,2988,4498,1889,0
2021-06-16,2021-06-01,24980,149,1207,1188,1345,1821,3133,6942,9195,0
2021-06-16,2021-06-01,12321,157,1216,1433,1417,1656,2387,2161,1894,0
2021-06-16,2021-06-01,10547,156,644,1436,1267,1251,1860,2016,1917,0
2021-06-16,2021-06-01,15173,341,1511,1158,1430,2200,3263,3144,2126,0
2021-06-16,2021-06-01,9835,303,1182,770,1620,2121,1799,1380,660,0
2021-06-16,2021-06-01,6871,87,698,1202,1196,1074,1266,870,478,0
2021-06-16,2021-06-01,12437,148,1119,2785,2293,1878,1870,1520,824,0
2021-06-16,2021-06-01,3500,59,433,553,534,626,616,459,220,0
2021-06-16,2021-06-01,16923,277,1418,910,1682,2795,3863,3737,2241,0
2021-06-16,2021-06-01,5262,49,423,1252,745,686,823,795,489,0
2021-06-16,2021-06-01,7189,128,923,1149,1036,1220,1242,944,547,0
2021-06-16,2021-06-01,26624,941,3375,1533,3925,5606,4069,3845,3330,0
2021-06-16,2021-06-01,30676,514,2666,2038,2714,4762,6440,6155,5387,0
2021-06-16,2021-06-01,18642,520,1818,1996,3394,3385,2874,2402,2253,0
2021-06-16,2021-06-01,13380,359,1276,1994,2799,2451,2090,1611,800,0
2021-06-16,2021-06-01,9241,157,939,883,1193,1498,2071,1613,887,0
2021-06-23,2021-06-01,33516,884,3292,2713,5219,5902,6176,6139,3191,0
2021-06-23,2021-06-01,25601,912,3452,3304,5161,5294,3823,2450,1205,0
2021-06-23,2021-06-01,12392,310,1950,2043,2309,2374,1880,1049,477,0
2021-06-23,2021-06-01,19034,403,2036,2893,3019,3023,3617,2652,1391,0
2021-06-23,2021-06-01,12621,328,1849,1786,1947,2292,2229,1515,675,0
2021-06-23,2021-06-01,19844,587,2704,2847,3647,3789,3195,2076,999,0
2021-06-23,2021-06-01,16098,421,2012,1558,2377,2996,2744,2361,1629,0
2021-06-23,2021-06-01,15700,248,1690,2083,2078,2399,2739,2529,1934,0
2021-06-23,2021-06-01,20946,487,2518,2636,3788,3681,3409,2979,1448,0
2021-06-23,2021-06-01,23179,601,2764,3870,3761,3582,4389,2734,1478,0
2021-06-23,2021-06-01,16082,389,2205,2253,2442,2875,2778,2065,1075,0
2021-06-23,2021-06-01,21836,531,2780,3065,4069,3976,3612,2268,1535,0
2021-06-23,2021-06-01,20665,221,1726,4498,3356,2888,3294,2740,1942,0
2021-06-23,2021-06-01,21980,680,3185,3227,4292,4532,3118,1889,1057,0
2021-06-23,2021-06-01,10479,270,1773,1441,1589,1895,1777,1120,614,0
2021-06-23,2021-06-01,21824,416,1868,3405,3699,3537,3742,2985,2172,0
2021-06-23,2021-06-01,15486,397,2350,2589,2962,2764,2345,1380,699,0
2021-06-23,2021-06-01,10850,174,1133,1553,1495,1665,1973,1771,1086,0
2021-06-23,2021-06-01,14772,299,1405,2152,2385,2126,2607,2226,1572,0
2021-06-23,2021-06-01,22164,471,2166,3057,3236,3278,4168,3561,2227,0
2021-06-23,2021-06-01,11622,208,1456,2119,1898,1928,1965,1335,713,0
2021-06-23,2021-06-01,13206,237,1478,1965,2088,1829,2365,1943,1301,0
2021-06-23,2021-06-01,20648,608,2605,2240,2861,3593,4539,2791,1411,0
2021-06-23,2021-06-01,21639,343,1973,2052,2368,2844,3441,4054,4564,0
2021-06-23,2021-06-01,28593,592,2561,3083,4200,4256,5275,5062,3564,0
2021-06-23,2021-06-01,21626,205,1287,1839,2005,2126,4112,5387,4665,0
2021-06-23,2021-06-01,15694,158,1333,3310,2128,1911,2541,2239,2074,0
2021-06-23,2021-06-01,22025,261,1665,2074,2168,2512,3066,4741,5538,0
2021-06-23,2021-06-01,11841,249,1553,1611,1876,1959,1903,1721,969,0
2021-06-23,2021-06-01,16730,345,1726,2182,2689,2539,2870,2314,2065,0
2021-06-23,2021-06-01,22919,337,1872,1791,2128,3326,5209,4922,3334,0
2021-06-23,2021-06-01,18431,478,2425,2043,3041,3579,2807,2633,1425,0
2021-06-23,2021-06-01,19218,294,2372,3557,2869,2822,3108,2360,1836,0
2021-06-23,2021-06-01,15906,338,1978,2304,2469,2743,2819,1920,1335,0
2021-06-23,2021-06-01,26175,487,1655,1349,2360,3072,3814,6070,7368,0
2021-06-23,2021-06-01,30222,190,10169,9239,3274,2260,2436,1695,959,0
2021-06-23,2021-06-01,31837,617,3681,5241,5220,5345,5640,3991,2102,0
2021-06-23,2021-06-01,26071,298,3967,6002,3636,2933,3501,2898,2836,0
2021-06-23,2021-06-01,19198,436,2573,2680,2917,3333,3479,2304,1476,0
2021-06-23,2021-06-01,24976,509,2910,3483,4089,4374,4160,3620,1831,0
2021-06-23,2021-06-01,30740,520,2817,4760,5038,4667,5360,4612,2966,0
2021-06-23,2021-06-01,22013,365,2583,3476,3367,3470,3814,3086,1852,0
2021-06-23,2021-06-01,22044,386,2781,5025,3885,3664,3402,1927,974,0
2021-06-23,2021-06-01,17143,454,2551,2522,2679,3161,2957,1822,997,0
2021-06-23,2021-06-01,18673,528,3030,2854,2928,3505,3161,1673,994,0
2021-06-23,2021-06-01,23611,384,2455,3055,3253,3576,4610,3866,2412,0
2021-06-23,2021-06-01,31622,473,3337,4619,3947,4605,6021,5339,3281,0
2021-06-23,2021-06-01,24377,643,3161,3669,4218,4253,4206,2741,1486,0
2021-06-23,2021-06-01,16087,448,2672,2595,2577,2966,2528,1510,791,0
2021-06-23,2021-06-01,18547,433,2870,2994,3119,3465,3006,1785,875,0
2021-06-23,2021-06-01,27326,597,3015,3241,4111,4491,5034,4684,2153,0
2021-06-23,2021-06-01,22705,492,2782,2919,3522,3830,4162,3103,1895,0
2021-06-23,2021-06-01,22090,185,1959,4874,3064,2739,3419,2989,2861,0
2021-06-23,2021-06-01,22351,362,2487,4387,3709,3025,3289,3095,1997,0
2021-06-23,2021-06-01,23824,431,2370,4078,3894,3602,4116,3261,2072,0
2021-06-23,2021-06-01,22982,320,1996,3426,3162,3212,4318,4023,2525,0
2021-06-23,2021-06-01,16141,409,2276,2572,2809,2858,2670,1714,833,0
2021-06-23,2021-06-01,14583,218,1750,2758,2379,2215,2518,1846,899,0
2021-06-23,2021-06-01,16764,254,1808,3264,2672,2359,2601,2369,1437,0
2021-06-23,2021-06-01,15443,201,1359,2956,2764,2287,2611,2148,1117,0
2021-06-23,2021-06-01,19407,382,2230,3090,3044,3242,3583,2560,1276,0
2021-06-23,2021-06-01,17016,317,1818,2388,2477,2643,3135,2378,1860,0
2021-06-23,2021-06-01,12432,285,2365,1808,1929,2324,1921,1163,637,0
2021-06-23,2021-06-01,15170,266,1676,2698,2636,2466,2568,1784,1076,0
2021-06-23,2021-06-01,16323,265,1561,1821,2073,2057,2899,3281,2366,0
2021-06-23,2021-06-01,12547,334,1370,1359,1729,1890,2489,2271,1105,0
2021-06-23,2021-06-01,9282,243,1445,1309,1413,1677,1644,950,601,0
2021-06-23,2021-06-01,12379,226,942,1174,1698,1805,2366,2364,1804,0
2021-06-23,2021-06-01,10073,108,516,652,691,950,1937,2633,2586,0
2021-06-23,2021-06-01,15407,113,729,611,814,1536,3383,4541,3680,0
2021-06-23,2021-06-01,4960,88,601,440,753,919,972,831,356,0
2021-06-23,2021-06-01,6548,64,544,1457,1340,993,886,773,491,0
2021-06-23,2021-06-01,8756,60,360,553,606,790,1326,2704,2357,0
2021-06-23,2021-06-01,12224,265,1218,926,1026,1651,2528,2488,2122,0
2021-06-23,2021-06-01,2087,50,223,198,239,360,431,405,181,0
2021-06-23,2021-06-01,2396,36,302,564,353,325,358,319,139,0
2021-06-23,2021-06-01,11178,65,324,352,517,632,1513,3447,4328,0
2021-06-23,2021-06-01,3580,74,309,201,391,564,731,870,440,0
2021-06-23,2021-06-01,3964,38,283,327,385,436,642,1003,850,0
2021-06-23,2021-06-01,2272,80,285,381,413,334,400,262,117,0
2021-06-23,2021-06-01,4108,0,111,118,145,261,768,1424,1272,9
2021-06-23,2021-06-01,5745,34,957,1704,951,687,677,469,266,0
2021-06-23,2021-06-01,2083,29,167,138,187,287,489,524,262,0
2021-06-23,2021-06-01,2765,44,307,290,342,396,487,422,477,0
2021-06-23,2021-06-01,8763,110,518,257,341,945,1846,2588,2158,0
2021-06-23,2021-06-01,10273,65,393,380,376,1021,2687,3434,1917,0
2021-06-23,2021-06-01,998,14,76,126,143,143,184,207,105,0
2021-06-23,2021-06-01,22127,0,82,177,197,472,3265,8111,9819,4
2021-06-23,2021-06-01,23018,18,111,154,175,395,2524,8274,11367,0
2021-06-23,2021-06-01,495,0,26,25,37,50,80,159,114,4
2021-06-23,2021-06-01,708,11,75,89,124,107,149,109,44,0
2021-06-23,2021-06-01,656,0,79,219,96,58,86,62,56,0
2021-06-23,2021-06-01,234,0,15,30,26,27,55,43,34,4
2021-06-23,2021-06-01,3170,0,31,36,27,76,708,1303,982,7
2021-06-23,2021-06-01,2670,0,72,84,72,146,527,939,821,9
2021-06-23,2021-06-01,102,0,0,12,16,17,16,17,17,7
2021-06-23,2021-06-01,9402,113,937,1272,1163,1334,1811,1609,1163,0
2021-06-23,2021-06-01,5068,179,700,440,620,1078,1145,599,307,0
2021-06-23,2021-06-01,5177,50,412,1073,855,812,956,736,283,0
2021-06-23,2021-06-01,3,0,0,0,0,0,0,0,0,3
2021-06-23,2021-06-01,17959,227,1155,1411,1704,2080,3169,4127,4086,0
2021-06-23,2021-06-01,9922,134,1040,2146,1842,1624,1584,1089,463,0
2021-06-23,2021-06-01,15432,538,2209,1525,3185,3272,2087,1628,988,0
2021-06-23,2021-06-01,11660,303,1579,1058,1809,2212,1904,1831,964,0
2021-06-23,2021-06-01,20608,369,1623,1404,2398,2692,3091,5000,4031,0
2021-06-23,2021-06-01,18007,251,1385,2297,2560,2705,3258,3061,2490,0
2021-06-23,2021-06-01,13188,154,1185,2938,2366,1952,2014,1621,958,0
2021-06-23,2021-06-01,11745,194,1229,1331,1458,1679,2270,2200,1384,0
2021-06-23,2021-06-01,23401,460,2040,2787,2932,3477,4078,4058,3569,0
2021-06-23,2021-06-01,12539,238,1206,2214,2231,2069,2152,1565,864,0
2021-06-23,2021-06-01,15888,171,1132,1337,1451,1859,2601,3611,3726,0
2021-06-23,2021-06-01,18419,371,1858,1108,1976,3044,3676,3771,2615,0
2021-06-23,2021-06-01,25131,162,1246,1216,1361,1837,3153,6941,9215,0
2021-06-23,2021-06-01,19828,614,2217,1287,3420,3951,2875,3248,2216,0
2021-06-23,2021-06-01,15615,219,1131,1139,1787,1939,2997,4504,1899,0
2021-06-23,2021-06-01,18692,177,1227,2027,1563,1640,2865,4209,4984,0
2021-06-23,2021-06-01,12454,171,1243,1456,1446,1665,2407,2164,1902,0
2021-06-23,2021-06-01,10640,163,665,1457,1283,1260,1867,2023,1922,0
2021-06-23,2021-06-01,15262,355,1535,1171,1444,2211,3266,3146,2134,0
2021-06-23,2021-06-01,9914,314,1205,771,1628,2132,1817,1384,663,0
2021-06-23,2021-06-01,7101,116,823,1228,1208,1091,1280,876,479,0
2021-06-23,2021-06-01,12533,150,1129,2809,2302,1899,1891,1524,829,0
2021-06-23,2021-06-01,3581,62,453,571,548,638,627,460,222,0
2021-06-23,2021-06-01,5283,49,426,1253,755,691,825,795,489,0
2021-06-23,2021-06-01,9328,165,954,896,1205,1514,2080,1622,892,0
2021-06-23,2021-06-01,7293,140,950,1165,1053,1237,1252,947,549,0
2021-06-23,2021-06-01,26827,965,3466,1554,3936,5635,4079,3852,3340,0
2021-06-23,2021-06-01,30869,537,2717,2051,2739,4797,6458,6166,5404,0
2021-06-23,2021-06-01,18856,557,1872,2018,3422,3433,2880,2412,2262,0
2021-06-23,2021-06-01,13552,390,1306,2029,2825,2476,2103,1620,803,0
2021-06-23,2021-06-01,17017,291,1439,922,1698,2809,3863,3753,2242,0
2021-06-30,2021-06-01,12663,339,2012,2087,2354,2418,1906,1065,482,0
2021-06-30,2021-06-01,19287,422,2096,2932,3055,3062,3655,2669,1396,0
2021-06-30,2021-06-01,12891,347,1914,1833,1988,2343,2251,1531,684,0
2021-06-30,2021-06-01,33864,924,3374,2750,5260,5960,6206,6173,3217,0
2021-06-30,2021-06-01,20156,632,2780,2901,3692,3839,3209,2093,1010,0
2021-06-30,2021-06-01,20896,241,1767,4552,3398,2923,3315,2749,1951,0
2021-06-30,2021-06-01,16003,265,1752,2131,2117,2455,2776,2556,1951,0
2021-06-30,2021-06-01,21240,551,2587,2668,3822,3724,3435,2999,1454,0
2021-06-30,2021-06-01,23452,627,2817,3932,3813,3613,4410,2756,1484,0
2021-06-30,2021-06-01,16333,411,2261,2309,2474,2914,2804,2078,1082,0
2021-06-30,2021-06-01,22119,557,2848,3109,4120,4023,3633,2283,1546,0
2021-06-30,2021-06-01,25929,943,3556,3337,5208,5355,3849,2467,1214,0
2021-06-30,2021-06-01,22307,730,3260,3279,4338,4593,3142,1904,1061,0
2021-06-30,2021-06-01,10749,287,1851,1486,1624,1934,1813,1137,617,0
2021-06-30,2021-06-01,20914,638,2669,2280,2904,3650,4555,2803,1415,0
2021-06-30,2021-06-01,15809,441,2413,2636,3018,2822,2375,1396,708,0
2021-06-30,2021-06-01,11025,184,1159,1598,1512,1700,1991,1784,1097,0
2021-06-30,2021-06-01,15032,326,1445,2217,2418,2160,2635,2245,1586,0
2021-06-30,2021-06-01,22404,504,2221,3108,3269,3295,4193,3576,2238,0
2021-06-30,2021-06-01,11940,242,1523,2176,1948,1978,2000,1353,720,0
2021-06-30,2021-06-01,13414,249,1515,2001,2134,1866,2385,1954,1310,0
2021-06-30,2021-06-01,21850,361,2020,2082,2401,2876,3467,4061,4582,0
2021-06-30,2021-06-01,28879,622,2613,3127,4248,4282,5321,5083,3583,0
2021-06-30,2021-06-01,21875,218,1321,1880,2042,2146,4146,5417,4705,0
2021-06-30,2021-06-01,15895,167,1369,3349,2153,1955,2558,2262,2082,0
2021-06-30,2021-06-01,22261,282,1708,2105,2204,2561,3086,4751,5564,0
2021-06-30,2021-06-01,12053,266,1594,1659,1906,1993,1932,1728,975,0
2021-06-30,2021-06-01,22080,451,1912,3444,3748,3571,3774,2990,2190,0
2021-06-30,2021-06-01,16996,371,1788,2214,2739,2571,2905,2336,2072,0
2021-06-30,2021-06-01,23154,348,1913,1830,2155,3371,5237,4941,3359,0
2021-06-30,2021-06-01,18697,500,2475,2078,3085,3628,2838,2652,1441,0
2021-06-30,2021-06-01,19571,315,2449,3635,2921,2873,3148,2383,1847,0
2021-06-30,2021-06-01,16255,355,2041,2377,2530,2813,2854,1935,1350,0
2021-06-30,2021-06-01,26329,503,1696,1366,2375,3095,3827,6074,7393,0
2021-06-30,2021-06-01,30607,208,10278,9351,3332,2302,2451,1714,971,0
2021-06-30,2021-06-01,32306,668,3781,5325,5293,5420,5685,4020,2114,0
2021-06-30,2021-06-01,26411,310,4036,6093,3694,2980,3534,2915,2849,0
2021-06-30,2021-06-01,19674,473,2684,2743,2995,3407,3549,2332,1491,0
2021-06-30,2021-06-01,25439,545,3002,3556,4172,4446,4211,3660,1847,0
2021-06-30,2021-06-01,31234,550,2931,4862,5117,4728,5422,4636,2988,0
2021-06-30,2021-06-01,22494,402,2678,3561,3459,3521,3879,3124,1870,0
2021-06-30,2021-06-01,22462,417,2883,5089,3960,3733,3455,1944,981,0
2021-06-30,2021-06-01,17526,480,2641,2586,2733,3225,3021,1833,1007,0
2021-06-30,2021-06-01,19170,570,3152,2932,3013,3586,3214,1699,1004,0
2021-06-30,2021-06-01,23999,411,2547,3106,3313,3615,4668,3911,2428,0
2021-06-30,2021-06-01,32043,512,3415,4701,3992,4669,6062,5380,3312,0
2021-06-30,2021-06-01,24880,692,3243,3752,4311,4330,4279,2776,1497,0
2021-06-30,2021-06-01,15429,286,1720,2750,2691,2497,2605,1801,1079,0
2021-06-30,2021-06-01,16520,484,2771,2683,2640,3039,2579,1528,796,0
2021-06-30,2021-06-01,16310,455,2062,1591,2396,3027,2768,2371,1640,0
2021-06-30,2021-06-01,27755,636,3115,3300,4180,4571,5076,4714,2163,0
2021-06-30,2021-06-01,23082,523,2884,2993,3578,3875,4197,3130,1902,0
2021-06-30,2021-06-01,22395,198,2006,4948,3117,2785,3455,3015,2871,0
2021-06-30,2021-06-01,22713,382,2551,4466,3779,3073,3340,3116,2006,0
2021-06-30,2021-06-01,24118,456,2421,4130,3966,3640,4137,3286,2082,0
2021-06-30,2021-06-01,23329,338,2034,3500,3223,3262,4361,4060,2551,0
2021-06-30,2021-06-01,16512,441,2349,2635,2879,2916,2718,1734,840,0
2021-06-30,2021-06-01,14863,231,1796,2820,2428,2269,2550,1866,903,0
2021-06-30,2021-06-01,17030,269,1877,3312,2717,2404,2627,2373,1451,0
2021-06-30,2021-06-01,15794,218,1415,3031,2822,2337,2667,2172,1132,0
2021-06-30,2021-06-01,19799,413,2325,3170,3088,3313,3624,2578,1288,0
2021-06-30,2021-06-01,17333,344,1876,2452,2527,2687,3165,2400,1882,0
2021-06-30,2021-06-01,12745,319,2444,1853,1972,2379,1956,1175,647,0
2021-06-30,2021-06-01,18994,474,2989,3066,3192,3532,3045,1803,893,0
2021-06-30,2021-06-01,16551,284,1597,1850,2124,2083,2936,3300,2377,0
2021-06-30,2021-06-01,12666,342,1388,1383,1745,1912,2500,2288,1108,0
2021-06-30,2021-06-01,9507,259,1502,1353,1446,1711,1673,958,605,0
2021-06-30,2021-06-01,12517,243,969,1188,1716,1823,2382,2377,1819,0
2021-06-30,2021-06-01,10162,110,525,662,706,973,1950,2645,2591,0
2021-06-30,2021-06-01,15494,115,741,621,823,1553,3394,4550,3697,0
2021-06-30,2021-06-01,5024,93,624,440,761,928,981,839,358,0
2021-06-30,2021-06-01,6603,68,561,1466,1351,1001,890,772,494,0
2021-06-30,2021-06-01,8827,63,372,561,619,801,1332,2712,2367,0
2021-06-30,2021-06-01,12310,279,1231,948,1027,1669,2530,2493,2133,0
2021-06-30,2021-06-01,2121,54,233,203,244,363,433,410,181,0
2021-06-30,2021-06-01,2426,38,304,574,358,327,364,321,140,0
2021-06-30,2021-06-01,11265,66,334,355,529,647,1519,3470,4345,0
2021-06-30,2021-06-01,3612,79,311,207,395,565,736,876,443,0
2021-06-30,2021-06-01,4017,43,294,331,393,442,650,1010,854,0
2021-06-30,2021-06-01,2298,86,292,386,416,334,403,263,118,0
2021-06-30,2021-06-01,4126,11,112,121,148,261,771,1423,1279,0
2021-06-30,2021-06-01,2127,33,173,145,192,293,498,530,263,0
2021-06-30,2021-06-01,5125,188,719,442,625,1089,1147,606,309,0
