Date,Month N Year,TotalVaccinated,0-14,15-24,25-34,35-44,45-54,55-64,65-74,75+,Undisclosed
2021-09-30,2021-09-01,286,0,23,37,33,36,59,52,38,8
2021-09-30,2021-09-01,1012,16,126,356,177,109,99,67,62,0
2021-09-30,2021-09-01,844,39,121,107,142,113,158,117,47,0
2021-09-30,2021-09-01,603,0,41,38,48,71,95,173,130,7
2021-09-30,2021-09-01,23728,19,132,170,209,427,2550,8293,11928,0
2021-09-30,2021-09-01,23197,11,106,221,247,556,3337,8337,10382,0
2021-09-30,2021-09-01,1228,50,131,160,166,184,205,213,119,0
2021-09-30,2021-09-01,10897,101,493,435,419,1109,2768,3506,2066,0
2021-09-30,2021-09-01,9252,156,607,318,384,1000,1901,2602,2284,0
2021-09-30,2021-09-01,21271,344,1651,2533,2004,1969,3128,4396,5246,0
2021-09-30,2021-09-01,3532,112,581,393,443,490,539,468,506,0
2021-09-30,2021-09-01,2648,75,269,192,252,393,571,595,301,0
2021-09-30,2021-09-01,4552,25,168,166,187,314,820,1506,1366,0
2021-09-30,2021-09-01,3225,222,570,605,564,412,450,274,128,0
2021-09-30,2021-09-01,4668,101,404,436,506,534,722,1050,915,0
2021-09-30,2021-09-01,4121,115,416,249,459,674,809,914,485,0
2021-09-30,2021-09-01,12048,115,430,418,643,770,1603,3502,4567,0
2021-09-30,2021-09-01,2978,74,394,703,477,408,417,352,153,0
2021-09-30,2021-09-01,2758,116,368,281,347,464,508,462,212,0
2021-09-30,2021-09-01,13118,334,1407,1096,1107,1761,2623,2523,2267,0
2021-09-30,2021-09-01,9775,130,509,730,760,963,1412,2751,2520,0
2021-09-30,2021-09-01,7820,140,704,1763,1643,1220,1003,800,547,0
2021-09-30,2021-09-01,5910,171,816,554,900,1100,1070,899,400,0
2021-09-30,2021-09-01,16573,187,913,741,915,1683,3573,4625,3936,0
2021-09-30,2021-09-01,11019,170,669,792,814,1086,2042,2707,2739,0
2021-09-30,2021-09-01,5629,238,888,491,684,1161,1205,633,329,0
2021-09-30,2021-09-01,12712,602,2307,1926,1966,2232,1925,1081,673,0
2021-09-30,2021-09-01,19256,327,1379,1609,1895,2264,3294,4182,4306,0
2021-09-30,2021-09-01,11498,248,1306,1684,1516,1643,2049,1776,1276,0
2021-09-30,2021-09-01,19343,649,2568,3516,3469,3064,2936,1965,1176,0
2021-09-30,2021-09-01,20482,747,2966,3196,3231,3476,3293,2107,1466,0
2021-09-30,2021-09-01,17173,765,3682,2661,2683,3024,2338,1316,704,0
2021-09-30,2021-09-01,21394,658,2737,3266,3266,3268,3600,2602,1997,0
2021-09-30,2021-09-01,23912,818,3215,3929,3799,3989,3979,2785,1398,0
2021-09-30,2021-09-01,18532,407,1849,3602,3387,2750,2984,2315,1238,0
2021-09-30,2021-09-01,20115,498,2439,4101,3299,2829,2890,2504,1555,0
2021-09-30,2021-09-01,18594,534,2599,3648,3119,2809,2883,2007,995,0
2021-09-30,2021-09-01,20985,955,3443,3462,3663,3555,3084,1899,924,0
2021-09-30,2021-09-01,26807,612,2695,4200,3847,3687,4755,4273,2738,0
2021-09-30,2021-09-01,27414,731,3030,4834,4566,4117,4488,3444,2204,0
2021-09-30,2021-09-01,25979,651,3231,5205,4357,3518,3612,3282,2123,0
2021-09-30,2021-09-01,38344,1221,5010,6537,6392,6308,6282,4303,2291,0
2021-09-30,2021-09-01,26740,894,3673,3591,4198,4400,4607,3319,2058,0
2021-09-30,2021-09-01,32659,1130,4222,4071,5087,5338,5485,4990,2336,0
2021-09-30,2021-09-01,24386,732,3546,4656,3806,3539,3575,2561,1971,0
2021-09-30,2021-09-01,24376,1068,4374,4135,4085,4348,3430,1967,969,0
2021-09-30,2021-09-01,22792,1198,4382,3950,3723,3915,3037,1698,889,0
2021-09-30,2021-09-01,31823,1462,4925,5039,5571,5318,4839,3016,1653,0
2021-09-30,2021-09-01,36334,822,4134,5557,4715,5326,6540,5690,3550,0
2021-09-30,2021-09-01,28952,770,3530,4049,4135,4351,5253,4219,2645,0
2021-09-30,2021-09-01,26276,1432,5104,4275,4209,4541,3712,1911,1092,0
2021-09-30,2021-09-01,23610,1135,4159,3717,3760,4123,3571,2045,1100,0
2021-09-30,2021-09-01,28491,930,4157,6434,5071,4662,4023,2144,1070,0
2021-09-30,2021-09-01,28791,957,4262,4684,4628,4355,4477,3398,2030,0
2021-09-30,2021-09-01,36725,988,3993,5881,6180,5555,6036,4904,3188,0
2021-09-30,2021-09-01,31478,1158,4412,4696,5237,5256,4728,3975,2016,0
2021-09-30,2021-09-01,26522,1104,4340,4077,4150,4435,4178,2612,1626,0
2021-09-30,2021-09-01,29824,535,4600,7086,4353,3401,3776,3087,2986,0
2021-09-30,2021-09-01,22371,857,3342,2629,3741,4254,3174,2805,1569,0
2021-09-30,2021-09-01,20380,649,2484,2881,3365,3073,3220,2533,2175,0
2021-09-30,2021-09-01,25182,354,2400,5719,3651,3144,3722,3153,3039,0
2021-09-30,2021-09-01,25493,876,3602,3666,4840,4527,3917,2426,1639,0
2021-09-30,2021-09-01,23739,435,2253,5249,3969,3357,3548,2856,2072,0
2021-09-30,2021-09-01,18753,712,2663,1959,2745,3425,3007,2482,1760,0
2021-09-30,2021-09-01,24558,638,2374,3970,4226,3922,3973,3160,2295,0
2021-09-30,2021-09-01,15322,603,2346,2314,2490,2482,2178,1842,1067,0
2021-09-30,2021-09-01,25006,466,2245,2607,2641,2988,3357,4857,5845,0
2021-09-30,2021-09-01,17803,253,1636,3878,2511,2194,2759,2398,2174,0
2021-09-30,2021-09-01,24660,407,1798,2329,2475,2543,4474,5643,4991,0
2021-09-30,2021-09-01,31392,851,3072,3473,4612,4666,5615,5269,3834,0
2021-09-30,2021-09-01,24508,547,2515,2532,2830,3279,3766,4239,4800,0
2021-09-30,2021-09-01,22885,806,3168,2590,3176,3944,4759,2950,1492,0
2021-09-30,2021-09-01,16724,553,2262,2647,2738,2318,2669,2132,1405,0
2021-09-30,2021-09-01,15732,627,2373,2907,2613,2551,2342,1525,794,0
2021-09-30,2021-09-01,24860,687,2727,3579,3711,3673,4400,3710,2373,0
2021-09-30,2021-09-01,17655,535,1965,2703,2910,2556,2875,2403,1708,0
2021-09-30,2021-09-01,13353,345,1635,2044,1935,2043,2234,1926,1191,0
2021-09-30,2021-09-01,19028,480,2140,2231,2543,2469,3203,3431,2531,0
2021-09-30,2021-09-01,26374,564,2539,2262,2648,3920,5664,5208,3569,0
2021-09-30,2021-09-01,20099,961,3513,3478,3848,3371,2655,1509,764,0
2021-09-30,2021-09-01,19637,754,3074,2955,3008,3347,3092,2227,1180,0
2021-09-30,2021-09-01,26118,846,3340,4508,4264,4015,4648,2915,1582,0
2021-09-30,2021-09-01,24463,855,3277,3216,4459,4218,3757,3094,1587,0
2021-09-30,2021-09-01,25635,1027,4046,3905,4978,5097,3410,2024,1148,0
2021-09-30,2021-09-01,24545,1170,3852,3636,4512,4467,3568,2246,1094,0
2021-09-30,2021-09-01,19472,506,2466,2811,2664,2930,3196,2779,2120,0
2021-09-30,2021-09-01,16354,652,2770,2464,2572,2906,2552,1672,766,0
2021-09-30,2021-09-01,21897,648,2640,3485,3514,3416,3881,2812,1501,0
2021-09-30,2021-09-01,16849,808,3044,2961,3102,3006,2226,1182,520,0
2021-09-30,2021-09-01,28905,1287,4268,3787,5723,5859,4119,2563,1299,0
2021-09-30,2021-09-01,14992,796,2906,2285,2308,2581,2142,1296,678,0
2021-09-30,2021-09-01,38121,1360,4356,3226,5876,6748,6659,6420,3476,0
2021-10-06,2021-10-01,24748,1188,3888,3680,4543,4504,3586,2256,1103,0
2021-10-06,2021-10-01,22013,652,2651,3518,3532,3431,3895,2822,1512,0
2021-10-06,2021-10-01,16462,656,2790,2497,2591,2919,2560,1678,771,0
2021-10-06,2021-10-01,38293,1371,4378,3254,5901,6771,6680,6446,3492,0
2021-10-06,2021-10-01,25811,1026,4085,3947,5009,5126,3426,2038,1154,0
2021-10-06,2021-10-01,20513,661,2500,2917,3394,3086,3227,2545,2183,0
2021-10-06,2021-10-01,24593,864,3297,3245,4469,4235,3778,3112,1593,0
2021-10-06,2021-10-01,26245,848,3364,4534,4289,4036,4650,2932,1592,0
2021-10-06,2021-10-01,19792,762,3106,2988,3031,3370,3110,2237,1188,0
2021-10-06,2021-10-01,25633,885,3622,3697,4871,4544,3932,2433,1649,0
2021-10-06,2021-10-01,23846,437,2264,5276,3996,3372,3559,2865,2077,0
2021-10-06,2021-10-01,17010,818,3076,3004,3137,3035,2230,1187,523,0
2021-10-06,2021-10-01,19611,510,2493,2841,2684,2943,3218,2791,2131,0
2021-10-06,2021-10-01,29056,1293,4299,3808,5759,5875,4137,2574,1311,0
2021-10-06,2021-10-01,15901,632,2403,2954,2645,2579,2355,1531,802,0
2021-10-06,2021-10-01,26545,574,2559,2297,2661,3944,5689,5235,3586,0
2021-10-06,2021-10-01,20254,972,3554,3515,3871,3387,2669,1522,764,0
2021-10-06,2021-10-01,13447,349,1653,2067,1951,2055,2242,1930,1200,0
2021-10-06,2021-10-01,17753,541,1973,2733,2915,2578,2878,2419,1716,0
2021-10-06,2021-10-01,24967,686,2739,3607,3729,3700,4403,3725,2378,0
2021-10-06,2021-10-01,16877,565,2298,2669,2773,2331,2683,2142,1416,0
2021-10-06,2021-10-01,22984,808,3181,2624,3184,3958,4763,2966,1500,0
2021-10-06,2021-10-01,24635,554,2535,2552,2859,3295,3770,4253,4817,0
2021-10-06,2021-10-01,31518,849,3084,3499,4633,4688,5635,5280,3850,0
2021-10-06,2021-10-01,24809,407,1817,2351,2501,2561,4490,5661,5021,0
2021-10-06,2021-10-01,17904,255,1644,3907,2530,2194,2782,2406,2186,0
2021-10-06,2021-10-01,25136,468,2268,2626,2656,3004,3361,4873,5880,0
2021-10-06,2021-10-01,15440,605,2375,2335,2509,2500,2195,1850,1071,0
2021-10-06,2021-10-01,24683,643,2389,3994,4249,3942,3982,3168,2316,0
2021-10-06,2021-10-01,15167,814,2953,2315,2343,2595,2164,1298,685,0
2021-10-06,2021-10-01,22500,858,3363,2654,3763,4281,3185,2821,1575,0
2021-10-06,2021-10-01,35022,385,11383,10937,3951,2745,2735,1840,1046,0
2021-10-06,2021-10-01,20664,753,3004,3229,3268,3501,3312,2124,1473,0
2021-10-06,2021-10-01,18858,713,2691,1978,2766,3439,3017,2485,1769,0
2021-10-06,2021-10-01,28249,668,2104,1619,2584,3358,4004,6170,7742,0
2021-10-06,2021-10-01,38594,1234,5045,6594,6438,6352,6299,4324,2308,0
2021-10-06,2021-10-01,30000,536,4615,7152,4387,3416,3785,3104,3005,0
2021-10-06,2021-10-01,26793,1114,4405,4135,4207,4471,4201,2621,1639,0
2021-10-06,2021-10-01,31715,1171,4445,4760,5291,5284,4735,3991,2038,0
2021-10-06,2021-10-01,36963,991,4026,5937,6228,5585,6066,4930,3200,0
2021-10-06,2021-10-01,29031,974,4315,4744,4663,4387,4493,3411,2044,0
2021-10-06,2021-10-01,28725,944,4209,6487,5112,4695,4050,2155,1073,0
2021-10-06,2021-10-01,23833,1148,4208,3760,3803,4152,3592,2060,1110,0
2021-10-06,2021-10-01,26582,1460,5189,4343,4262,4575,3728,1927,1098,0
2021-10-06,2021-10-01,29152,781,3559,4090,4171,4380,5276,4238,2657,0
2021-10-06,2021-10-01,36538,833,4159,5598,4756,5350,6561,5706,3575,0
2021-10-06,2021-10-01,32097,1483,4989,5105,5616,5348,4864,3028,1664,0
2021-10-06,2021-10-01,19536,658,2598,3563,3510,3094,2956,1972,1185,0
2021-10-06,2021-10-01,22986,1208,4424,4009,3754,3945,3044,1707,895,0
2021-10-06,2021-10-01,24553,741,3566,4706,3837,3555,3593,2572,1983,0
2021-10-06,2021-10-01,32827,1137,4246,4094,5127,5372,5497,5009,2345,0
2021-10-06,2021-10-01,26859,898,3688,3610,4221,4420,4621,3332,2069,0
2021-10-06,2021-10-01,25298,348,2414,5750,3670,3153,3732,3170,3061,0
2021-10-06,2021-10-01,26130,663,3260,5234,4385,3538,3619,3298,2133,0
2021-10-06,2021-10-01,27563,737,3043,4873,4596,4135,4514,3448,2217,0
2021-10-06,2021-10-01,26942,616,2715,4228,3872,3701,4773,4284,2753,0
2021-10-06,2021-10-01,21148,961,3475,3505,3702,3575,3095,1902,933,0
2021-10-06,2021-10-01,18744,541,2617,3694,3151,2826,2896,2015,1004,0
2021-10-06,2021-10-01,20259,510,2470,4124,3329,2847,2897,2517,1565,0
2021-10-06,2021-10-01,18671,411,1871,3633,3414,2767,3002,2331,1242,0
2021-10-06,2021-10-01,24077,828,3242,3965,3831,4016,3994,2792,1409,0
2021-10-06,2021-10-01,21545,659,2765,3301,3291,3293,3622,2610,2004,0
2021-10-06,2021-10-01,17351,778,3735,2697,2717,3044,2350,1320,710,0
2021-10-06,2021-10-01,24597,1084,4430,4185,4127,4366,3450,1985,970,0
2021-10-06,2021-10-01,19170,487,2156,2256,2563,2492,3230,3445,2541,0
2021-10-06,2021-10-01,13666,428,1606,1554,1882,2052,2576,2385,1183,0
2021-10-06,2021-10-01,12826,612,2341,1948,1985,2244,1933,1088,675,0
2021-10-06,2021-10-01,11073,169,675,800,821,1094,2050,2711,2753,0
2021-10-06,2021-10-01,16644,187,921,746,927,1687,3579,4634,3963,0
2021-10-06,2021-10-01,5959,172,826,562,907,1109,1076,903,404,0
2021-10-06,2021-10-01,7945,142,718,1783,1679,1248,1018,806,551,0
2021-10-06,2021-10-01,9823,129,512,740,769,966,1414,2762,2531,0
2021-10-06,2021-10-01,13173,336,1411,1100,1113,1767,2628,2538,2280,0
2021-10-06,2021-10-01,2778,117,373,284,352,467,509,464,212,0
2021-10-06,2021-10-01,3013,75,398,713,485,412,422,355,153,0
2021-10-06,2021-10-01,12102,117,431,422,650,777,1604,3512,4589,0
2021-10-06,2021-10-01,4146,116,419,255,459,681,812,916,488,0
2021-10-06,2021-10-01,4699,100,408,446,511,541,724,1051,918,0
2021-10-06,2021-10-01,3253,223,580,614,569,413,452,274,128,0
2021-10-06,2021-10-01,2669,75,272,193,258,398,574,594,305,0
2021-10-06,2021-10-01,5643,239,891,492,683,1164,1207,635,332,0
2021-10-06,2021-10-01,3560,112,592,395,452,493,539,471,506,0
2021-10-06,2021-10-01,9276,152,610,321,384,1003,1901,2608,2297,0
2021-10-06,2021-10-01,10914,102,494,435,423,1111,2762,3516,2071,0
2021-10-06,2021-10-01,1246,51,139,162,170,185,207,213,119,0
2021-10-06,2021-10-01,23280,11,108,223,247,561,3339,8364,10427,0
2021-10-06,2021-10-01,23783,19,132,170,212,425,2551,8294,11980,0
2021-10-06,2021-10-01,605,0,41,38,48,72,95,174,130,7
2021-10-06,2021-10-01,851,39,124,107,144,113,158,116,50,0
2021-10-06,2021-10-01,1022,15,130,358,181,109,99,68,62,0
2021-10-06,2021-10-01,290,10,23,38,33,37,58,53,38,0
2021-10-06,2021-10-01,3275,0,38,42,34,84,706,1321,1041,9
2021-10-06,2021-10-01,2816,13,84,102,79,159,552,959,868,0
2021-10-06,2021-10-01,118,0,14,10,20,20,16,17,20,1
2021-10-06,2021-10-01,4,0,0,0,0,0,0,0,0,4
2021-10-06,2021-10-01,11577,251,1319,1710,1524,1659,2055,1778,1281,0
2021-10-06,2021-10-01,13581,313,1151,1330,1908,2003,2467,2472,1937,0
2021-10-06,2021-10-01,6481,68,1073,1952,1091,769,722,511,295,0
2021-10-06,2021-10-01,4574,26,170,166,189,317,820,1513,1373,0
2021-10-06,2021-10-01,19321,328,1379,1620,1898,2273,3302,4189,4332,0
2021-10-06,2021-10-01,5910,96,521,1223,1010,915,1060,778,307,0
2021-10-06,2021-10-01,12448,347,1569,2702,2304,1987,1823,1188,528,0
2021-10-06,2021-10-01,18265,854,2924,1851,3722,3823,2304,1732,1055,0
2021-10-06,2021-10-01,14084,529,2165,1408,2248,2633,2091,1935,1075,0
2021-10-06,2021-10-01,22959,614,2072,1729,2738,3107,3284,5127,4288,0
2021-10-06,2021-10-01,20853,459,1878,2774,3084,3164,3581,3238,2675,0
2021-10-06,2021-10-01,15317,310,1587,3424,2757,2240,2230,1735,1034,0
2021-10-06,2021-10-01,14258,361,1716,1725,1885,2078,2570,2389,1534,0
2021-10-06,2021-10-01,25792,621,2415,3230,3307,3844,4335,4240,3800,0
2021-10-06,2021-10-01,14605,404,1579,2620,2610,2391,2387,1683,931,0
2021-10-06,2021-10-01,18831,403,1698,1766,1919,2291,2958,3800,3996,0
2021-10-06,2021-10-01,21205,601,2532,1399,2343,3532,3980,3940,2878,0
2021-10-06,2021-10-01,27725,314,1701,1602,1734,2216,3406,7031,9721,0
2021-10-06,2021-10-01,22755,1013,2895,1549,3930,4508,3126,3370,2364,0
2021-10-06,2021-10-01,18010,420,1620,1499,2196,2312,3171,4701,2091,0
2021-10-06,2021-10-01,21411,346,1673,2555,2024,1993,3138,4413,5269,0
2021-10-06,2021-10-01,14492,314,1622,1795,1775,1965,2640,2330,2051,0
2021-10-06,2021-10-01,14090,268,1380,3135,2610,2141,2058,1611,887,0
2021-10-06,2021-10-01,16530,475,1792,1360,1576,2349,3452,3272,2254,0
2021-10-06,2021-10-01,11267,480,1520,904,1834,2380,1983,1440,726,0
2021-10-06,2021-10-01,9280,302,1548,1536,1528,1367,1476,999,524,0
2021-10-06,2021-10-01,5843,68,481,1410,883,762,890,826,523,0
2021-10-06,2021-10-01,4625,168,684,817,707,778,721,500,250,0
2021-10-06,2021-10-01,18924,476,1852,1119,1869,3142,4119,3950,2397,0
2021-10-06,2021-10-01,11726,209,822,1669,1513,1387,1975,2105,2046,0
2021-10-06,2021-10-01,8666,247,1264,1460,1278,1462,1367,999,589,0
2021-10-06,2021-10-01,30035,1368,4359,1871,4268,6214,4422,3965,3568,0
2021-10-06,2021-10-01,33420,749,3264,2345,3009,5214,6797,6325,5717,0
2021-10-06,2021-10-01,21117,802,2370,2319,3749,3809,3103,2562,2403,0
2021-10-06,2021-10-01,15699,584,1727,2398,3243,2858,2287,1718,884,0
2021-10-06,2021-10-01,10721,287,1192,1091,1428,1737,2262,1756,968,0
2021-10-13,2021-10-01,29056,1293,4299,3808,5759,5875,4137,2574,1311,0
2021-10-13,2021-10-01,17010,818,3076,3004,3137,3035,2230,1187,523,0
2021-10-13,2021-10-01,22013,652,2651,3518,3532,3431,3895,2822,1512,0
2021-10-13,2021-10-01,16462,656,2790,2497,2591,2919,2560,1678,771,0
2021-10-13,2021-10-01,25633,885,3622,3697,4871,4544,3932,2433,1649,0
2021-10-13,2021-10-01,38293,1371,4378,3254,5901,6771,6680,6446,3492,0
2021-10-13,2021-10-01,19611,510,2493,2841,2684,2943,3218,2791,2131,0
2021-10-13,2021-10-01,25811,1026,4085,3947,5009,5126,3426,2038,1154,0
2021-10-13,2021-10-01,24593,864,3297,3245,4469,4235,3778,3112,1593,0
2021-10-13,2021-10-01,26245,848,3364,4534,4289,4036,4650,2932,1592,0
2021-10-13,2021-10-01,19792,762,3106,2988,3031,3370,3110,2237,1188,0
2021-10-13,2021-10-01,15167,814,2953,2315,2343,2595,2164,1298,685,0
2021-10-13,2021-10-01,24748,1188,3888,3680,4543,4504,3586,2256,1103,0
2021-10-13,2021-10-01,26545,574,2559,2297,2661,3944,5689,5235,3586,0
2021-10-13,2021-10-01,24635,554,2535,2552,2859,3295,3770,4253,4817,0
2021-10-13,2021-10-01,13447,349,1653,2067,1951,2055,2242,1930,1200,0
2021-10-13,2021-10-01,17753,541,1973,2733,2915,2578,2878,2419,1716,0
2021-10-13,2021-10-01,24967,686,2739,3607,3729,3700,4403,3725,2378,0
2021-10-13,2021-10-01,15901,632,2403,2954,2645,2579,2355,1531,802,0
2021-10-13,2021-10-01,16877,565,2298,2669,2773,2331,2683,2142,1416,0
2021-10-13,2021-10-01,22984,808,3181,2624,3184,3958,4763,2966,1500,0
2021-10-13,2021-10-01,31518,849,3084,3499,4633,4688,5635,5280,3850,0
2021-10-13,2021-10-01,24809,407,1817,2351,2501,2561,4490,5661,5021,0
2021-10-13,2021-10-01,17904,255,1644,3907,2530,2194,2782,2406,2186,0
2021-10-13,2021-10-01,25136,468,2268,2626,2656,3004,3361,4873,5880,0
2021-10-13,2021-10-01,15440,605,2375,2335,2509,2500,2195,1850,1071,0
2021-10-13,2021-10-01,24683,643,2389,3994,4249,3942,3982,3168,2316,0
2021-10-13,2021-10-01,18858,713,2691,1978,2766,3439,3017,2485,1769,0
2021-10-13,2021-10-01,23846,437,2264,5276,3996,3372,3559,2865,2077,0
2021-10-13,2021-10-01,20254,972,3554,3515,3871,3387,2669,1522,764,0
2021-10-13,2021-10-01,20513,661,2500,2917,3394,3086,3227,2545,2183,0
2021-10-13,2021-10-01,19170,487,2156,2256,2563,2492,3230,3445,2541,0
2021-10-13,2021-10-01,19536,658,2598,3563,3510,3094,2956,1972,1185,0
2021-10-13,2021-10-01,35022,385,11383,10937,3951,2745,2735,1840,1046,0
2021-10-13,2021-10-01,38594,1234,5045,6594,6438,6352,6299,4324,2308,0
2021-10-13,2021-10-01,30000,536,4615,7152,4387,3416,3785,3104,3005,0
2021-10-13,2021-10-01,26793,1114,4405,4135,4207,4471,4201,2621,1639,0
2021-10-13,2021-10-01,31715,1171,4445,4760,5291,5284,4735,3991,2038,0
2021-10-13,2021-10-01,36963,991,4026,5937,6228,5585,6066,4930,3200,0
2021-10-13,2021-10-01,29031,974,4315,4744,4663,4387,4493,3411,2044,0
2021-10-13,2021-10-01,28725,944,4209,6487,5112,4695,4050,2155,1073,0
2021-10-13,2021-10-01,23833,1148,4208,3760,3803,4152,3592,2060,1110,0
2021-10-13,2021-10-01,26582,1460,5189,4343,4262,4575,3728,1927,1098,0
2021-10-13,2021-10-01,29152,781,3559,4090,4171,4380,5276,4238,2657,0
2021-10-13,2021-10-01,36538,833,4159,5598,4756,5350,6561,5706,3575,0
2021-10-13,2021-10-01,32097,1483,4989,5105,5616,5348,4864,3028,1664,0
2021-10-13,2021-10-01,22986,1208,4424,4009,3754,3945,3044,1707,895,0
2021-10-13,2021-10-01,22500,858,3363,2654,3763,4281,3185,2821,1575,0
2021-10-13,2021-10-01,24597,1084,4430,4185,4127,4366,3450,1985,970,0
2021-10-13,2021-10-01,32827,1137,4246,4094,5127,5372,5497,5009,2345,0
2021-10-13,2021-10-01,26859,898,3688,3610,4221,4420,4621,3332,2069,0
2021-10-13,2021-10-01,25298,348,2414,5750,3670,3153,3732,3170,3061,0
2021-10-13,2021-10-01,26130,663,3260,5234,4385,3538,3619,3298,2133,0
2021-10-13,2021-10-01,27563,737,3043,4873,4596,4135,4514,3448,2217,0
2021-10-13,2021-10-01,26942,616,2715,4228,3872,3701,4773,4284,2753,0
2021-10-13,2021-10-01,21148,961,3475,3505,3702,3575,3095,1902,933,0
2021-10-13,2021-10-01,18744,541,2617,3694,3151,2826,2896,2015,1004,0
2021-10-13,2021-10-01,20259,510,2470,4124,3329,2847,2897,2517,1565,0
2021-10-13,2021-10-01,18671,411,1871,3633,3414,2767,3002,2331,1242,0
2021-10-13,2021-10-01,24077,828,3242,3965,3831,4016,3994,2792,1409,0
2021-10-13,2021-10-01,21545,659,2765,3301,3291,3293,3622,2610,2004,0
2021-10-13,2021-10-01,17351,778,3735,2697,2717,3044,2350,1320,710,0
2021-10-13,2021-10-01,20664,753,3004,3229,3268,3501,3312,2124,1473,0
2021-10-13,2021-10-01,24553,741,3566,4706,3837,3555,3593,2572,1983,0
2021-10-13,2021-10-01,11577,251,1319,1710,1524,1659,2055,1778,1281,0
2021-10-13,2021-10-01,28249,668,2104,1619,2584,3358,4004,6170,7742,0
2021-10-13,2021-10-01,21411,346,1673,2555,2024,1993,3138,4413,5269,0
2021-10-13,2021-10-01,11073,169,675,800,821,1094,2050,2711,2753,0
2021-10-13,2021-10-01,16644,187,921,746,927,1687,3579,4634,3963,0
2021-10-13,2021-10-01,5959,172,826,562,907,1109,1076,903,404,0
2021-10-13,2021-10-01,7945,142,718,1783,1679,1248,1018,806,551,0
2021-10-13,2021-10-01,9823,129,512,740,769,966,1414,2762,2531,0
2021-10-13,2021-10-01,13173,336,1411,1100,1113,1767,2628,2538,2280,0
2021-10-13,2021-10-01,2778,117,373,284,352,467,509,464,212,0
2021-10-13,2021-10-01,3013,75,398,713,485,412,422,355,153,0
2021-10-13,2021-10-01,12102,117,431,422,650,777,1604,3512,4589,0
2021-10-13,2021-10-01,4146,116,419,255,459,681,812,916,488,0
2021-10-13,2021-10-01,4699,100,408,446,511,541,724,1051,918,0
2021-10-13,2021-10-01,3253,223,580,614,569,413,452,274,128,0
2021-10-13,2021-10-01,4574,26,170,166,189,317,820,1513,1373,0
2021-10-13,2021-10-01,2669,75,272,193,258,398,574,594,305,0
2021-10-13,2021-10-01,5643,239,891,492,683,1164,1207,635,332,0
2021-10-13,2021-10-01,3560,112,592,395,452,493,539,471,506,0
2021-10-13,2021-10-01,9276,152,610,321,384,1003,1901,2608,2297,0
2021-10-13,2021-10-01,10914,102,494,435,423,1111,2762,3516,2071,0
2021-10-13,2021-10-01,1246,51,139,162,170,185,207,213,119,0
2021-10-13,2021-10-01,23280,11,108,223,247,561,3339,8364,10427,0
2021-10-13,2021-10-01,23783,19,132,170,212,425,2551,8294,11980,0
2021-10-13,2021-10-01,605,0,41,38,48,72,95,174,130,7
2021-10-13,2021-10-01,851,39,124,107,144,113,158,116,50,0
2021-10-13,2021-10-01,1022,15,130,358,181,109,99,68,62,0
2021-10-13,2021-10-01,290,10,23,38,33,37,58,53,38,0
2021-10-13,2021-10-01,3275,0,38,42,34,84,706,1321,1041,9
2021-10-13,2021-10-01,2816,13,84,102,79,159,552,959,868,0
2021-10-13,2021-10-01,118,0,14,10,20,20,16,17,20,1
2021-10-13,2021-10-01,4,0,0,0,0,0,0,0,0,4
2021-10-13,2021-10-01,13581,313,1151,1330,1908,2003,2467,2472,1937,0
2021-10-13,2021-10-01,6481,68,1073,1952,1091,769,722,511,295,0
2021-10-13,2021-10-01,12826,612,2341,1948,1985,2244,1933,1088,675,0
2021-10-13,2021-10-01,13666,428,1606,1554,1882,2052,2576,2385,1183,0
2021-10-13,2021-10-01,5910,96,521,1223,1010,915,1060,778,307,0
2021-10-13,2021-10-01,12448,347,1569,2702,2304,1987,1823,1188,528,0
2021-10-13,2021-10-01,18265,854,2924,1851,3722,3823,2304,1732,1055,0
2021-10-13,2021-10-01,14084,529,2165,1408,2248,2633,2091,1935,1075,0
2021-10-13,2021-10-01,22959,614,2072,1729,2738,3107,3284,5127,4288,0
2021-10-13,2021-10-01,20853,459,1878,2774,3084,3164,3581,3238,2675,0
2021-10-13,2021-10-01,15317,310,1587,3424,2757,2240,2230,1735,1034,0
2021-10-13,2021-10-01,14258,361,1716,1725,1885,2078,2570,2389,1534,0
2021-10-13,2021-10-01,25792,621,2415,3230,3307,3844,4335,4240,3800,0
2021-10-13,2021-10-01,18831,403,1698,1766,1919,2291,2958,3800,3996,0
2021-10-13,2021-10-01,21205,601,2532,1399,2343,3532,3980,3940,2878,0
2021-10-13,2021-10-01,27725,314,1701,1602,1734,2216,3406,7031,9721,0
2021-10-13,2021-10-01,22755,1013,2895,1549,3930,4508,3126,3370,2364,0
2021-10-13,2021-10-01,18010,420,1620,1499,2196,2312,3171,4701,2091,0
2021-10-13,2021-10-01,14090,268,1380,3135,2610,2141,2058,1611,887,0
2021-10-13,2021-10-01,14605,404,1579,2620,2610,2391,2387,1683,931,0
2021-10-13,2021-10-01,15699,584,1727,2398,3243,2858,2287,1718,884,0
2021-10-13,2021-10-01,14492,314,1622,1795,1775,1965,2640,2330,2051,0
2021-10-13,2021-10-01,11726,209,822,1669,1513,1387,1975,2105,2046,0
2021-10-13,2021-10-01,16530,475,1792,1360,1576,2349,3452,3272,2254,0
