Title,User Rating %,Genres,Cast
La Dolce Villa,65,"['Romance', 'Comedy']","['Scott Foley, as Eric', 'Violante Placido, as Francesca', 'Maia Reficco, as Olivia', 'Giuseppe Futia, as Giovanni', 'Simone Luglio, as Nino', 'Tommaso Basili, as Bernardo', 'Nunzia Schiano, as Left (Bossy) Antonia', 'Luisa De Santis, as Middle (Sassy) Antonia', 'Lucia Ricalzone, as Right (Sweet) Antonia']"
Arcadian,62,"['Action', 'Horror', 'Thriller', 'Science Fiction']","['Nicolas Cage, as Paul', 'Jaeden Martell, as Joseph', 'Maxwell Jenkins, as Thomas', 'Sadie Soverall, as Charlotte', 'Samantha Coughlan, as Mrs. Rose', 'Joel Gillman, as Hobson', 'Joe Dixon, as Mr. Rose', 'Daire McMahon, as Militant Farmer (uncredited)']"
The Shawshank Redemption,87,"['Drama', 'Crime']","['Tim Robbins, as Andy Dufresne', ""Morgan Freeman, as Ellis Boyd 'Red' Redding"", 'Bob Gunton, as Warden Norton', 'William Sadler, as Heywood', 'Clancy Brown, as Captain Byron T. Hadley', 'Gil Bellows, as Tommy', 'James Whitmore, as Brooks Hatlen', 'Mark Rolston, as Bogs Diamond', 'Jeffrey DeMunn, as 1946 D.A.']"
The Godfather,87,"['Drama', 'Crime']","['Marlon Brando, as Don Vito Corleone', 'Al Pacino, as Michael Corleone', 'James Caan, as Sonny Corleone', 'Robert Duvall, as Tom Hagen', 'Richard S. Castellano, as Clemenza', 'Diane Keaton, as Kay Adams', 'Talia Shire, as Connie Corleone Rizzi', 'Gianni Russo, as Carlo Rizzi', 'Sterling Hayden, as Captain McCluskey']"
Transformers One,81,"['Animation', 'Science Fiction', 'Adventure', 'Family']","['Chris Hemsworth, as Orion Pax / Optimus Prime (voice)', 'Brian Tyree Henry, as D-16 / Megatron (voice)', 'Scarlett Johansson, as Elita-1 (voice)', 'Keegan-Michael Key, as B-127 (voice)', 'Jon Hamm, as Sentinel Prime (voice)', 'Steve Buscemi, as Starscream (voice)', 'Laurence Fishburne, as Alpha Trion (voice)', 'Vanessa Liguori, as Airachnid (voice)', 'Jon Bailey, as Soundwave (voice)']"
Sexy Oral: Uwakina Kuchibiru,60,"['Romance', 'Drama']","['Seiko Mihara, as Natsumi', 'Chiaki Kitahara, as Yukari', 'Kazuyo Ezaki, as Yachiyo', 'Masayoshi Takigawa, as Masao', 'Tadayoshi Ishizuka, as Visitor', 'Takashi Kimura, as Visitor', 'Kensuke Tamai, as Estate Agent']"
Honeymoon Crasher,52,['Comedy'],"['Michèle Laroque, as Lily', 'Julien Frison, as Lucas', 'Rossy de Palma, as Gloria', 'Gilbert Melki, as Peter', 'Margot Bancilhon, as Maya', 'Kad Merad, as Michel', 'Jake Francois, as Ryan', 'Camille Aguilar, as Femme Petit Couple', 'Rémi Johnsen, as Homme Petit Couple']"
Titanic,79,"['Drama', 'Romance']","['Leonardo DiCaprio, as Jack Dawson', 'Kate Winslet, as Rose DeWitt Bukater', 'Billy Zane, as Cal Hockley', 'Kathy Bates, as Molly Brown', 'Frances Fisher, as Ruth DeWitt Bukater', 'Gloria Stuart, as Old Rose', 'Victor Garber, as Thomas Andrews', 'Bill Paxton, as Brock Lovett', 'Bernard Hill, as Edward Smith']"
365 Days: This Day,59,"['Romance', 'Drama']","['Anna-Maria Sieklucka, as Laura Torricelli', 'Michele Morrone, as Massimo Torricelli / Adriano Torricelli', ""Simone Susinna, as Marcelo 'Nacho' Matos"", 'Magdalena Lamparska, as Olga', 'Otar Saralidze, as Domenico', 'Natasza Urbańska, as Anna', 'Ramón Langa, as Don Fernando Matos', 'Ewa Kasprzyk, as Klara', 'Dariusz Jakubowski, as Tomasz']"
The Dark Knight,85,"['Drama', 'Action', 'Crime', 'Thriller']","['Christian Bale, as Bruce Wayne', 'Heath Ledger, as Joker', 'Aaron Eckhart, as Harvey Dent', 'Michael Caine, as Alfred', 'Maggie Gyllenhaal, as Rachel', 'Gary Oldman, as Gordon', 'Morgan Freeman, as Lucius Fox', 'Monique Gabriela Curnen, as Ramirez', 'Ron Dean, as Wuertz']"
